year,faction_id,faction_name_ru,members_count,total_faction_power,raw_power_share,normalized_power_share,mean_age,weighted_mean_age,mean_political_age,weighted_mean_political_age,mean_elite_age,share_60_plus,share_70_plus
1856,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.6568,38.17,38.17,1.33,1.33,1.33,0.0,0.0
1856,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.3371,0.3432,57.96,57.96,39.5,39.5,0.21,0.0,0.0
1857,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.6568,39.17,39.17,2.33,2.33,2.33,0.0,0.0
1857,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.3371,0.3432,58.96,58.96,40.5,40.5,1.21,0.0,0.0
1858,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.6568,40.17,40.17,3.33,3.33,3.33,0.0,0.0
1858,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.3371,0.3432,59.96,59.96,41.5,41.5,2.21,0.0,0.0
1859,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.6568,41.17,41.17,4.33,4.33,4.33,0.0,0.0
1859,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.3371,0.3432,60.96,60.96,42.5,42.5,3.21,1.0,0.0
1860,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.6568,42.17,42.17,5.33,5.33,5.33,0.0,0.0
1860,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.3371,0.3432,61.96,61.96,43.5,43.5,4.21,1.0,0.0
1861,imp_dynastic_court,Династический двор,1,1.0,0.5,0.6568,43.17,43.17,6.33,6.33,6.33,0.0,0.0
1861,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.2612,0.3432,62.96,62.96,44.5,44.5,5.21,1.0,0.0
1862,imp_dynastic_court,Династический двор,1,1.0,0.3279,0.507,44.17,44.17,7.33,7.33,7.33,0.0,0.0
1862,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.1713,0.2649,63.96,63.96,45.5,45.5,6.21,1.0,0.0
1862,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1475,0.2281,41.77,41.77,20.5,20.5,0.44,0.0,0.0
1863,imp_dynastic_court,Династический двор,1,1.0,0.3279,0.507,45.17,45.17,8.33,8.33,8.33,0.0,0.0
1863,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.1713,0.2649,64.96,64.96,46.5,46.5,7.21,1.0,0.0
1863,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1475,0.2281,42.77,42.77,21.5,21.5,1.43,0.0,0.0
1864,imp_dynastic_court,Династический двор,1,1.0,0.3279,0.507,46.17,46.17,9.33,9.33,9.33,0.0,0.0
1864,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.1713,0.2649,65.96,65.96,47.5,47.5,8.21,1.0,0.0
1864,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1475,0.2281,43.77,43.77,22.5,22.5,2.44,0.0,0.0
1865,imp_dynastic_court,Династический двор,1,1.0,0.3279,0.507,47.17,47.17,10.33,10.33,10.33,0.0,0.0
1865,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.1713,0.2649,66.96,66.96,48.5,48.5,9.21,1.0,0.0
1865,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1475,0.2281,44.77,44.77,23.5,23.5,3.44,0.0,0.0
1866,imp_dynastic_court,Династический двор,1,1.0,0.3279,0.507,48.17,48.17,11.33,11.33,11.33,0.0,0.0
1866,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.1713,0.2649,67.96,67.96,49.5,49.5,10.21,1.0,0.0
1866,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1475,0.2281,45.77,45.77,24.5,24.5,4.44,0.0,0.0
1867,imp_dynastic_court,Династический двор,1,1.0,0.3279,0.507,49.17,49.17,12.33,12.33,12.33,0.0,0.0
1867,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.1713,0.2649,68.96,68.96,50.5,50.5,11.21,1.0,0.0
1867,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1475,0.2281,46.77,46.77,25.5,25.5,5.43,0.0,0.0
1868,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,50.17,50.17,13.33,13.33,13.33,0.0,0.0
1868,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,69.96,69.96,51.5,51.5,12.21,1.0,0.0
1868,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,47.77,47.77,26.5,26.5,6.44,0.0,0.0
1869,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,51.17,51.17,14.33,14.33,14.33,0.0,0.0
1869,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,70.96,70.96,52.5,52.5,13.21,1.0,1.0
1869,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,48.77,48.77,27.5,27.5,7.44,0.0,0.0
1870,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,52.17,52.17,15.33,15.33,15.33,0.0,0.0
1870,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,71.96,71.96,53.5,53.5,14.21,1.0,1.0
1870,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,49.77,49.77,28.5,28.5,8.44,0.0,0.0
1871,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,53.17,53.17,16.33,16.33,16.33,0.0,0.0
1871,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,72.96,72.96,54.5,54.5,15.21,1.0,1.0
1871,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,50.77,50.77,29.5,29.5,9.43,0.0,0.0
1872,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,54.17,54.17,17.33,17.33,17.33,0.0,0.0
1872,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,73.96,73.96,55.5,55.5,16.21,1.0,1.0
1872,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,51.77,51.77,30.5,30.5,10.44,0.0,0.0
1873,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,55.17,55.17,18.33,18.33,18.33,0.0,0.0
1873,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,74.96,74.96,56.5,56.5,17.21,1.0,1.0
1873,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,52.77,52.77,31.5,31.5,11.44,0.0,0.0
1874,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,56.17,56.17,19.33,19.33,19.33,0.0,0.0
1874,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,75.96,75.96,57.5,57.5,18.21,1.0,1.0
1874,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,53.77,53.77,32.5,32.5,12.44,0.0,0.0
1875,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,57.17,57.17,20.33,20.33,20.33,0.0,0.0
1875,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,76.96,76.96,58.5,58.5,19.21,1.0,1.0
1875,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,54.77,54.77,33.5,33.5,13.43,0.0,0.0
1876,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,58.18,58.18,21.33,21.33,21.33,0.0,0.0
1876,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,77.96,77.96,59.5,59.5,20.21,1.0,1.0
1876,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,55.77,55.77,34.5,34.5,14.44,0.0,0.0
1877,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,59.17,59.17,22.33,22.33,22.33,0.0,0.0
1877,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,78.96,78.96,60.5,60.5,21.21,1.0,1.0
1877,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,56.77,56.77,35.5,35.5,15.44,0.0,0.0
1878,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.507,60.17,60.17,23.33,23.33,23.33,1.0,0.0
1878,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2649,79.96,79.96,61.5,61.5,22.21,1.0,1.0
1878,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1731,0.2281,57.77,57.77,36.5,36.5,16.44,0.0,0.0
1879,imp_dynastic_court,Династический двор,1,1.0,0.4762,0.6568,61.17,61.17,24.33,24.33,24.33,1.0,0.0
1879,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.2488,0.3432,80.96,80.96,62.5,62.5,23.21,1.0,1.0
1880,imp_dynastic_court,Династический двор,1,1.0,0.3846,0.5006,62.18,62.18,25.33,25.33,25.33,1.0,0.0
1880,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.201,0.2616,81.96,81.96,63.5,63.5,24.21,1.0,1.0
1880,imp_church_synod,Церковно-синодальный контур,1,0.475,0.1827,0.2378,53.12,53.12,20.5,20.5,0.19,0.0,0.0
1881,imp_dynastic_court,Династический двор,1,1.0,0.4878,0.4044,36.31,36.31,0.3,0.3,0.3,0.0,0.0
1881,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.5225,0.2549,0.2113,82.96,82.96,64.5,64.5,25.21,1.0,1.0
1881,imp_church_synod,Церковно-синодальный контур,1,0.475,0.2317,0.1921,54.11,54.11,21.5,21.5,1.19,0.0,0.0
1881,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.2317,0.1921,54.11,54.11,21.5,21.5,1.19,0.0,0.0
1882,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.5128,37.31,37.31,1.3,1.3,1.3,0.0,0.0
1882,imp_church_synod,Церковно-синодальный контур,1,0.475,0.3167,0.2436,55.11,55.11,22.5,22.5,2.18,0.0,0.0
1882,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.3167,0.2436,55.11,55.11,22.5,22.5,2.18,0.0,0.0
1883,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.5128,38.31,38.31,2.3,2.3,2.3,0.0,0.0
1883,imp_church_synod,Церковно-синодальный контур,1,0.475,0.3167,0.2436,56.11,56.11,23.5,23.5,3.18,0.0,0.0
1883,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.3167,0.2436,56.11,56.11,23.5,23.5,3.18,0.0,0.0
1884,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.5128,39.31,39.31,3.3,3.3,3.3,0.0,0.0
1884,imp_church_synod,Церковно-синодальный контур,1,0.475,0.3167,0.2436,57.12,57.12,24.5,24.5,4.19,0.0,0.0
1884,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.3167,0.2436,57.12,57.12,24.5,24.5,4.19,0.0,0.0
1885,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.5128,40.31,40.31,4.3,4.3,4.3,0.0,0.0
1885,imp_church_synod,Церковно-синодальный контур,1,0.475,0.3167,0.2436,58.11,58.11,25.5,25.5,5.19,0.0,0.0
1885,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.3167,0.2436,58.11,58.11,25.5,25.5,5.19,0.0,0.0
1886,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.5128,41.31,41.31,5.3,5.3,5.3,0.0,0.0
1886,imp_church_synod,Церковно-синодальный контур,1,0.475,0.3167,0.2436,59.11,59.11,26.5,26.5,6.18,0.0,0.0
1886,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.3167,0.2436,59.11,59.11,26.5,26.5,6.18,0.0,0.0
1887,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.5128,42.31,42.31,6.3,6.3,6.3,0.0,0.0
1887,imp_church_synod,Церковно-синодальный контур,1,0.475,0.3167,0.2436,60.11,60.11,27.5,27.5,7.18,1.0,0.0
1887,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.3167,0.2436,60.11,60.11,27.5,27.5,7.18,1.0,0.0
1888,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.5128,43.31,43.31,7.3,7.3,7.3,0.0,0.0
1888,imp_church_synod,Церковно-синодальный контур,1,0.475,0.3167,0.2436,61.12,61.12,28.5,28.5,8.19,1.0,0.0
1888,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.475,0.3167,0.2436,61.12,61.12,28.5,28.5,8.19,1.0,0.0
