year,faction_id,faction_name_ru,members_count,total_faction_power,raw_power_share,normalized_power_share,mean_age,weighted_mean_age,mean_political_age,weighted_mean_political_age,mean_elite_age,share_60_plus,share_70_plus
1808,imp_bureaucratic_reformers,Бюрократические реформаторы,1,0.5225,0.3371,0.3432,36.47,36.47,7.5,7.5,0.5,0.0,0.0
1809,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.6568,31.52,31.52,8.27,8.27,8.27,0.0,0.0
1809,imp_bureaucratic_reformers,Бюрократические реформаторы,1,0.5225,0.3371,0.3432,37.47,37.47,8.5,8.5,1.5,0.0,0.0
1810,imp_dynastic_court,Династический двор,1,1.0,0.4878,0.6568,32.52,32.52,9.27,9.27,9.27,0.0,0.0
1810,imp_bureaucratic_reformers,Бюрократические реформаторы,1,0.5225,0.2549,0.3432,38.46,38.46,9.5,9.5,2.5,0.0,0.0
1811,imp_dynastic_court,Династический двор,1,1.0,0.4878,0.6568,33.52,33.52,10.27,10.27,10.27,0.0,0.0
1811,imp_bureaucratic_reformers,Бюрократические реформаторы,1,0.5225,0.2549,0.3432,39.46,39.46,10.49,10.49,3.5,0.0,0.0
1812,imp_dynastic_court,Династический двор,1,1.0,0.6667,1.0,34.52,34.52,11.27,11.27,11.27,0.0,0.0
1813,imp_dynastic_court,Династический двор,1,1.0,1.0,1.0,35.52,35.52,12.27,12.27,12.27,0.0,0.0
1814,imp_dynastic_court,Династический двор,1,1.0,1.0,1.0,36.52,36.52,13.27,13.27,13.27,0.0,0.0
1815,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.4162,37.52,37.52,14.27,14.27,14.27,0.0,0.0
1815,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.3194,0.206,45.74,45.74,19.49,19.49,7.5,0.0,0.0
1815,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.3016,0.1946,45.74,45.74,19.49,19.49,7.5,0.0,0.0
1815,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.2839,0.1831,45.74,45.74,19.49,19.49,7.5,0.0,0.0
1816,imp_dynastic_court,Династический двор,1,1.0,0.6452,0.4162,38.52,38.52,15.27,15.27,15.27,0.0,0.0
1816,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.3194,0.206,46.74,46.74,20.5,20.5,8.5,0.0,0.0
1816,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.3016,0.1946,46.74,46.74,20.5,20.5,8.5,0.0,0.0
1816,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.2839,0.1831,46.74,46.74,20.5,20.5,8.5,0.0,0.0
1817,imp_dynastic_court,Династический двор,1,1.0,0.4878,0.3475,39.52,39.52,16.27,16.27,16.27,0.0,0.0
1817,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.2415,0.172,47.74,47.74,21.5,21.5,9.5,0.0,0.0
1817,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2317,0.1651,36.54,36.54,16.5,16.5,0.89,0.0,0.0
1817,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.228,0.1625,47.74,47.74,21.5,21.5,9.5,0.0,0.0
1817,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.2146,0.1529,47.74,47.74,21.5,21.5,9.5,0.0,0.0
1818,imp_dynastic_court,Династический двор,1,1.0,0.4878,0.3475,40.52,40.52,17.27,17.27,17.27,0.0,0.0
1818,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.2415,0.172,48.74,48.74,22.49,22.49,10.5,0.0,0.0
1818,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2317,0.1651,37.54,37.54,17.5,17.5,1.89,0.0,0.0
1818,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.228,0.1625,48.74,48.74,22.49,22.49,10.5,0.0,0.0
1818,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.2146,0.1529,48.74,48.74,22.49,22.49,10.5,0.0,0.0
1819,imp_dynastic_court,Династический двор,1,1.0,0.4878,0.3475,41.52,41.52,18.27,18.27,18.27,0.0,0.0
1819,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.2415,0.172,49.74,49.74,23.49,23.49,11.5,0.0,0.0
1819,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2317,0.1651,38.54,38.54,18.49,18.49,2.89,0.0,0.0
1819,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.228,0.1625,49.74,49.74,23.49,23.49,11.5,0.0,0.0
1819,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.2146,0.1529,49.74,49.74,23.49,23.49,11.5,0.0,0.0
1820,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3155,42.52,42.52,19.27,19.27,19.27,0.0,0.0
1820,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.198,0.1562,50.74,50.74,24.5,24.5,12.5,0.0,0.0
1820,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1498,39.54,39.54,19.5,19.5,3.89,0.0,0.0
1820,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.187,0.1475,50.74,50.74,24.5,24.5,12.5,0.0,0.0
1820,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.176,0.1388,50.74,50.74,24.5,24.5,12.5,0.0,0.0
1820,imp_bureaucratic_reformers,Бюрократические реформаторы,1,0.2925,0.117,0.0923,51.6,51.6,22.49,22.49,17.78,0.0,0.0
1821,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3155,43.52,43.52,20.27,20.27,20.27,0.0,0.0
1821,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.198,0.1562,51.74,51.74,25.5,25.5,13.5,0.0,0.0
1821,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1498,40.54,40.54,20.5,20.5,4.89,0.0,0.0
1821,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.187,0.1475,51.74,51.74,25.5,25.5,13.5,0.0,0.0
1821,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.176,0.1388,51.74,51.74,25.5,25.5,13.5,0.0,0.0
1821,imp_bureaucratic_reformers,Бюрократические реформаторы,1,0.2925,0.117,0.0923,52.6,52.6,23.49,23.49,18.78,0.0,0.0
1822,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3155,44.52,44.52,21.27,21.27,21.27,0.0,0.0
1822,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.198,0.1562,52.74,52.74,26.49,26.49,14.5,0.0,0.0
1822,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1498,41.54,41.54,21.5,21.5,5.89,0.0,0.0
1822,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.187,0.1475,52.74,52.74,26.49,26.49,14.5,0.0,0.0
1822,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.44,0.176,0.1388,52.74,52.74,26.49,26.49,14.5,0.0,0.0
1822,imp_bureaucratic_reformers,Бюрократические реформаторы,1,0.2925,0.117,0.0923,53.6,53.6,24.49,24.49,19.78,0.0,0.0
1823,imp_dynastic_court,Династический двор,1,1.0,0.3922,0.2719,45.52,45.52,22.27,22.27,22.27,0.0,0.0
1823,imp_conservative_bureaucracy,Консервативная бюрократия,2,0.79,0.3098,0.2148,51.17,51.46,18.99,19.96,7.84,0.0,0.0
1823,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.1941,0.1346,53.74,53.74,27.49,27.49,15.5,0.0,0.0
1823,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1863,0.1292,42.54,42.54,22.49,22.49,6.89,0.0,0.0
1823,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.1833,0.1271,53.74,53.74,27.49,27.49,15.5,0.0,0.0
1823,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1765,0.1224,48.59,48.59,10.49,10.49,0.19,0.0,0.0
1824,imp_dynastic_court,Династический двор,1,1.0,0.3922,0.2719,46.52,46.52,23.27,23.27,23.27,0.0,0.0
1824,imp_conservative_bureaucracy,Консервативная бюрократия,2,0.79,0.3098,0.2148,52.17,52.46,20.0,20.97,8.85,0.0,0.0
1824,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.1941,0.1346,54.74,54.74,28.5,28.5,16.5,0.0,0.0
1824,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1863,0.1292,43.54,43.54,23.5,23.5,7.89,0.0,0.0
1824,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.1833,0.1271,54.74,54.74,28.5,28.5,16.5,0.0,0.0
1824,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1765,0.1224,49.59,49.59,11.5,11.5,1.19,0.0,0.0
1825,imp_dynastic_court,Династический двор,1,1.0,0.3922,0.2719,47.52,47.52,24.27,24.27,24.27,0.0,0.0
1825,imp_conservative_bureaucracy,Консервативная бюрократия,2,0.79,0.3098,0.2148,53.17,53.46,21.0,21.97,9.85,0.0,0.0
1825,imp_military_aristocracy,Военно-аристократический контур,1,0.495,0.1941,0.1346,55.74,55.74,29.5,29.5,17.5,0.0,0.0
1825,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1863,0.1292,44.54,44.54,24.5,24.5,8.89,0.0,0.0
1825,imp_court_favorites,Придворные фавориты / личный доступ,1,0.4675,0.1833,0.1271,55.74,55.74,29.5,29.5,17.5,0.0,0.0
1825,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1765,0.1224,50.59,50.59,12.5,12.5,2.19,0.0,0.0
1826,imp_dynastic_court,Династический двор,1,1.0,0.5,0.4396,29.98,29.98,0.58,0.58,0.58,0.0,0.0
1826,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2375,0.2088,45.54,45.54,25.5,25.5,9.89,0.0,0.0
1826,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.225,0.1978,51.59,51.59,13.5,13.5,3.19,0.0,0.0
1826,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.175,0.1538,51.59,51.59,13.5,13.5,3.19,0.0,0.0
1827,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3252,30.98,30.98,1.58,1.58,1.58,0.0,0.0
1827,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1545,46.54,46.54,26.49,26.49,10.89,0.0,0.0
1827,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.19,0.1545,45.99,45.99,29.49,29.49,0.96,0.0,0.0
1827,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.18,0.1463,52.59,52.59,14.49,14.49,4.19,0.0,0.0
1827,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.14,0.1138,52.59,52.59,14.49,14.49,4.19,0.0,0.0
1827,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.13,0.1057,45.99,45.99,29.49,29.49,0.96,0.0,0.0
1828,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3252,31.98,31.98,2.58,2.58,2.58,0.0,0.0
1828,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1545,47.54,47.54,27.5,27.5,11.89,0.0,0.0
1828,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.19,0.1545,46.99,46.99,30.49,30.49,1.96,0.0,0.0
1828,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.18,0.1463,53.59,53.59,15.5,15.5,5.19,0.0,0.0
1828,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.14,0.1138,53.59,53.59,15.5,15.5,5.19,0.0,0.0
1828,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.13,0.1057,46.99,46.99,30.49,30.49,1.96,0.0,0.0
1829,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3252,32.98,32.98,3.58,3.58,3.58,0.0,0.0
1829,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1545,48.54,48.54,28.5,28.5,12.89,0.0,0.0
1829,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.19,0.1545,47.99,47.99,31.49,31.49,2.96,0.0,0.0
1829,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.18,0.1463,54.59,54.59,16.5,16.5,6.19,0.0,0.0
1829,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.14,0.1138,54.59,54.59,16.5,16.5,6.19,0.0,0.0
1829,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.13,0.1057,47.99,47.99,31.49,31.49,2.96,0.0,0.0
1830,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3252,33.98,33.98,4.58,4.58,4.58,0.0,0.0
1830,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1545,49.54,49.54,29.5,29.5,13.89,0.0,0.0
1830,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.19,0.1545,48.99,48.99,32.49,32.49,3.96,0.0,0.0
1830,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.18,0.1463,55.59,55.59,17.5,17.5,7.19,0.0,0.0
1830,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.14,0.1138,55.59,55.59,17.5,17.5,7.19,0.0,0.0
1830,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.13,0.1057,48.99,48.99,32.49,32.49,3.96,0.0,0.0
1831,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3252,34.98,34.98,5.58,5.58,5.58,0.0,0.0
1831,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1545,50.54,50.54,30.49,30.49,14.89,0.0,0.0
1831,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.19,0.1545,49.99,49.99,33.49,33.49,4.96,0.0,0.0
1831,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.18,0.1463,56.59,56.59,18.49,18.49,8.19,0.0,0.0
1831,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.14,0.1138,56.59,56.59,18.49,18.49,8.19,0.0,0.0
1831,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.13,0.1057,49.99,49.99,33.49,33.49,4.96,0.0,0.0
1832,imp_dynastic_court,Династический двор,1,1.0,0.4,0.3252,35.98,35.98,6.58,6.58,6.58,0.0,0.0
1832,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.19,0.1545,51.54,51.54,31.5,31.5,15.89,0.0,0.0
1832,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.19,0.1545,50.99,50.99,34.49,34.49,5.96,0.0,0.0
1832,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.18,0.1463,57.59,57.59,19.5,19.5,9.19,0.0,0.0
1832,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.14,0.1138,57.59,57.59,19.5,19.5,9.19,0.0,0.0
1832,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.13,0.1057,50.99,50.99,34.49,34.49,5.96,0.0,0.0
1833,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,36.98,36.98,7.58,7.58,7.58,0.0,0.0
1833,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,52.54,52.54,32.5,32.5,16.89,0.0,0.0
1833,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,51.99,51.99,35.49,35.49,6.96,0.0,0.0
1833,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,58.59,58.59,20.5,20.5,10.19,0.0,0.0
1833,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,58.59,58.59,20.5,20.5,10.19,0.0,0.0
1833,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,51.99,51.99,35.49,35.49,6.96,0.0,0.0
1834,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,37.98,37.98,8.58,8.58,8.58,0.0,0.0
1834,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,53.54,53.54,33.5,33.5,17.89,0.0,0.0
1834,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,52.99,52.99,36.49,36.49,7.96,0.0,0.0
1834,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,59.59,59.59,21.5,21.5,11.19,0.0,0.0
1834,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,59.59,59.59,21.5,21.5,11.19,0.0,0.0
1834,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,52.99,52.99,36.49,36.49,7.96,0.0,0.0
1835,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,38.98,38.98,9.58,9.58,9.58,0.0,0.0
1835,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,54.54,54.54,34.49,34.49,18.89,0.0,0.0
1835,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,53.99,53.99,37.49,37.49,8.96,0.0,0.0
1835,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,60.59,60.59,22.49,22.49,12.19,1.0,0.0
1835,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,60.59,60.59,22.49,22.49,12.19,1.0,0.0
1835,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,53.99,53.99,37.49,37.49,8.96,0.0,0.0
1836,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,39.98,39.98,10.58,10.58,10.58,0.0,0.0
1836,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,55.54,55.54,35.5,35.5,19.89,0.0,0.0
1836,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,54.99,54.99,38.49,38.49,9.96,0.0,0.0
1836,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,61.59,61.59,23.5,23.5,13.19,1.0,0.0
1836,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,61.59,61.59,23.5,23.5,13.19,1.0,0.0
1836,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,54.99,54.99,38.49,38.49,9.96,0.0,0.0
1837,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,40.98,40.98,11.58,11.58,11.58,0.0,0.0
1837,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,56.54,56.54,36.5,36.5,20.89,0.0,0.0
1837,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,55.99,55.99,39.49,39.49,10.96,0.0,0.0
1837,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,62.59,62.59,24.5,24.5,14.19,1.0,0.0
1837,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,62.59,62.59,24.5,24.5,14.19,1.0,0.0
1837,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,55.99,55.99,39.49,39.49,10.96,0.0,0.0
1838,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,41.98,41.98,12.58,12.58,12.58,0.0,0.0
1838,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,57.54,57.54,37.5,37.5,21.89,0.0,0.0
1838,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,56.99,56.99,40.49,40.49,11.96,0.0,0.0
1838,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,63.59,63.59,25.5,25.5,15.19,1.0,0.0
1838,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,63.59,63.59,25.5,25.5,15.19,1.0,0.0
1838,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,56.99,56.99,40.49,40.49,11.96,0.0,0.0
1839,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,42.98,42.98,13.58,13.58,13.58,0.0,0.0
1839,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,58.54,58.54,38.49,38.49,22.89,0.0,0.0
1839,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,57.99,57.99,41.49,41.49,12.96,0.0,0.0
1839,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,64.59,64.59,26.49,26.49,16.19,1.0,0.0
1839,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,64.59,64.59,26.49,26.49,16.19,1.0,0.0
1839,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,57.99,57.99,41.49,41.49,12.96,0.0,0.0
1840,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,43.98,43.98,14.58,14.58,14.58,0.0,0.0
1840,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,59.54,59.54,39.5,39.5,23.89,0.0,0.0
1840,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,58.99,58.99,42.5,42.5,13.96,0.0,0.0
1840,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,65.59,65.59,27.5,27.5,17.19,1.0,0.0
1840,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,65.59,65.59,27.5,27.5,17.19,1.0,0.0
1840,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,58.99,58.99,42.5,42.5,13.96,0.0,0.0
1841,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,44.98,44.98,15.58,15.58,15.58,0.0,0.0
1841,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,60.54,60.54,40.5,40.5,24.89,1.0,0.0
1841,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,59.99,59.99,43.49,43.49,14.96,0.0,0.0
1841,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,66.59,66.59,28.5,28.5,18.19,1.0,0.0
1841,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,66.59,66.59,28.5,28.5,18.19,1.0,0.0
1841,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,59.99,59.99,43.49,43.49,14.96,0.0,0.0
1842,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,45.98,45.98,16.58,16.58,16.58,0.0,0.0
1842,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,61.54,61.54,41.5,41.5,25.89,1.0,0.0
1842,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,60.99,60.99,44.49,44.49,15.96,1.0,0.0
1842,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,67.59,67.59,29.5,29.5,19.19,1.0,0.0
1842,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,67.59,67.59,29.5,29.5,19.19,1.0,0.0
1842,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,60.99,60.99,44.49,44.49,15.96,1.0,0.0
1843,imp_dynastic_court,Династический двор,1,1.0,0.3509,0.3252,46.98,46.98,17.58,17.58,17.58,0.0,0.0
1843,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.1667,0.1545,62.54,62.54,42.5,42.5,26.89,1.0,0.0
1843,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.1667,0.1545,61.99,61.99,45.49,45.49,16.96,1.0,0.0
1843,imp_finance_modernizers,Финансовые модернизаторы,1,0.45,0.1579,0.1463,68.59,68.59,30.49,30.49,20.19,1.0,0.0
1843,imp_conservative_bureaucracy,Консервативная бюрократия,1,0.35,0.1228,0.1138,68.59,68.59,30.49,30.49,20.19,1.0,0.0
1843,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.114,0.1057,61.99,61.99,45.49,45.49,16.96,1.0,0.0
1844,imp_dynastic_court,Династический двор,1,1.0,0.4255,0.4396,47.98,47.98,18.58,18.58,18.58,0.0,0.0
1844,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2021,0.2088,63.54,63.54,43.5,43.5,27.89,1.0,0.0
1844,imp_security_police,Охранно-полицейский аппарат,1,0.475,0.2021,0.2088,62.99,62.99,46.5,46.5,17.96,1.0,0.0
1844,imp_court_favorites,Придворные фавориты / личный доступ,1,0.325,0.1383,0.1429,62.99,62.99,46.5,46.5,17.96,1.0,0.0
1845,imp_dynastic_court,Династический двор,1,1.0,0.5405,0.678,48.98,48.98,19.58,19.58,19.58,0.0,0.0
1845,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2568,0.322,64.54,64.54,44.5,44.5,28.89,1.0,0.0
1846,imp_dynastic_court,Династический двор,1,1.0,0.5405,0.678,49.98,49.98,20.58,20.58,20.58,0.0,0.0
1846,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2568,0.322,65.54,65.54,45.5,45.5,29.89,1.0,0.0
1847,imp_dynastic_court,Династический двор,1,1.0,0.5405,0.678,50.98,50.98,21.58,21.58,21.58,0.0,0.0
1847,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2568,0.322,66.54,66.54,46.5,46.5,30.89,1.0,0.0
1848,imp_dynastic_court,Династический двор,1,1.0,0.5405,0.678,51.98,51.98,22.58,22.58,22.58,0.0,0.0
1848,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2568,0.322,67.54,67.54,47.5,47.5,31.89,1.0,0.0
1849,imp_dynastic_court,Династический двор,1,1.0,0.5405,0.678,52.98,52.98,23.58,23.58,23.58,0.0,0.0
1849,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.2568,0.322,68.54,68.54,48.5,48.5,32.89,1.0,0.0
1850,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.678,53.98,53.98,24.58,24.58,24.58,0.0,0.0
1850,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.3167,0.322,69.54,69.54,49.5,49.5,33.89,1.0,0.0
1851,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.678,54.98,54.98,25.58,25.58,25.58,0.0,0.0
1851,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.3167,0.322,70.54,70.54,50.5,50.5,34.89,1.0,1.0
1852,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.678,55.98,55.98,26.58,26.58,26.58,0.0,0.0
1852,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.3167,0.322,71.54,71.54,51.5,51.5,35.89,1.0,1.0
1853,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.678,56.98,56.98,27.58,27.58,27.58,0.0,0.0
1853,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.3167,0.322,72.54,72.54,52.5,52.5,36.89,1.0,1.0
1854,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.678,57.98,57.98,28.58,28.58,28.58,0.0,0.0
1854,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.3167,0.322,73.54,73.54,53.5,53.5,37.89,1.0,1.0
1855,imp_dynastic_court,Династический двор,1,1.0,0.6667,0.678,37.17,37.17,0.33,0.33,0.33,0.0,0.0
1855,imp_foreign_policy_chancery,Дипломатическая канцелярия,1,0.475,0.3167,0.322,74.54,74.54,54.5,54.5,38.89,1.0,1.0
