year,faction_type,total_power,normalized_power_share,mean_age,weighted_mean_age,mean_political_age,weighted_mean_political_age,factions_count
2023,functional,3.6775,0.2464,64.21,61.51,39.57,36.94,3
2023,personal_power_center,2.1325,0.1429,64.78,65.97,40.75,42.48,1
2023,regional_personal_network,1.56,0.1045,65.73,66.73,42.17,43.58,1
2023,institutional_subnetwork,1.4625,0.098,71.01,71.36,46.5,46.94,1
2023,institutional_sectoral,1.075,0.072,67.96,67.96,43.5,43.5,1
2023,ideological_functional,0.6175,0.0414,59.95,59.92,35.5,35.5,1
2024,functional,4.145,0.2855,65.5,62.83,40.83,38.23,3
2024,institutional,3.7825,0.2606,64.88,68.91,40.36,44.84,2
2024,personal_power_center,2.1325,0.1469,65.78,66.97,41.75,43.48,1
2024,regional_personal_network,1.56,0.1075,66.74,67.73,43.17,44.58,1
2024,institutional_sectoral,1.4325,0.0987,67.74,68.05,43.17,43.5,1
2024,institutional_subnetwork,0.845,0.0582,71.53,71.91,47.0,47.52,1
2024,ideological_functional,0.6175,0.0425,60.95,60.92,36.5,36.5,1
2025,functional,4.145,0.2855,66.5,63.83,41.83,39.23,3
2025,institutional,3.7825,0.2606,65.88,69.91,41.36,45.84,2
2025,personal_power_center,2.1325,0.1469,66.78,67.97,42.75,44.48,1
2025,regional_personal_network,1.56,0.1075,67.74,68.73,44.17,45.58,1
2025,institutional_sectoral,1.4325,0.0987,68.74,69.05,44.17,44.5,1
2025,institutional_subnetwork,0.845,0.0582,72.53,72.91,48.0,48.52,1
2025,ideological_functional,0.6175,0.0425,61.95,61.92,37.5,37.5,1
2026,functional,4.145,0.2855,67.5,64.83,42.83,40.23,3
2026,institutional,3.7825,0.2606,66.88,70.91,42.36,46.84,2
2026,personal_power_center,2.1325,0.1469,67.78,68.97,43.75,45.48,1
2026,regional_personal_network,1.56,0.1075,68.74,69.73,45.17,46.58,1
2026,institutional_sectoral,1.4325,0.0987,69.74,70.05,45.17,45.5,1
2026,institutional_subnetwork,0.845,0.0582,73.53,73.91,49.0,49.52,1
2026,ideological_functional,0.6175,0.0425,62.95,62.92,38.5,38.5,1
